CID,Capítulo,Descrição,Codigo
X413,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","X413 - Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
X414,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","X414 - Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
X415,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","X415 - Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
X416,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","X416 - Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
X417,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","X417 - Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
X418,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","X418 - Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
X419,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","X419 - Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
X42,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,X42 - Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X420,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,X420 - Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X421,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,X421 - Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X422,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,X422 - Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X423,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,X423 - Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X424,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,X424 - Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X425,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,X425 - Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X426,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,X426 - Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X427,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,X427 - Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X428,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,X428 - Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X429,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,X429 - Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X43,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,X43 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X430,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,X430 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X431,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,X431 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X432,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,X432 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X433,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,X433 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X434,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,X434 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X435,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,X435 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X436,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,X436 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X437,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,X437 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X438,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,X438 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X439,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,X439 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
X44,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","X44 - Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
X440,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","X440 - Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
X441,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","X441 - Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
X442,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","X442 - Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
X443,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","X443 - Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
X444,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","X444 - Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
X445,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","X445 - Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
X446,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","X446 - Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
X447,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","X447 - Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
X448,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","X448 - Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
X449,Causas externas de morbidade e de mortalidade,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas","X449 - Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
X45,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição ao álcool,X45 - Envenenamento [intoxicação] acidental por e exposição ao álcool
X450,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição ao álcool,X450 - Envenenamento [intoxicação] acidental por e exposição ao álcool
X451,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição ao álcool,X451 - Envenenamento [intoxicação] acidental por e exposição ao álcool
X452,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição ao álcool,X452 - Envenenamento [intoxicação] acidental por e exposição ao álcool
X453,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição ao álcool,X453 - Envenenamento [intoxicação] acidental por e exposição ao álcool
X454,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição ao álcool,X454 - Envenenamento [intoxicação] acidental por e exposição ao álcool
X455,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição ao álcool,X455 - Envenenamento [intoxicação] acidental por e exposição ao álcool
X456,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição ao álcool,X456 - Envenenamento [intoxicação] acidental por e exposição ao álcool
X457,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição ao álcool,X457 - Envenenamento [intoxicação] acidental por e exposição ao álcool
X458,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição ao álcool,X458 - Envenenamento [intoxicação] acidental por e exposição ao álcool
X459,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição ao álcool,X459 - Envenenamento [intoxicação] acidental por e exposição ao álcool
X46,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,X46 - Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X460,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,X460 - Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X461,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,X461 - Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X462,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,X462 - Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X463,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,X463 - Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X464,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,X464 - Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X465,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,X465 - Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X466,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,X466 - Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X467,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,X467 - Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X468,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,X468 - Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X469,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,X469 - Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X47,Causas externas de morbidade e de mortalidade,Intoxicação acidental por e exposição a outros gases e vapores,X47 - Intoxicação acidental por e exposição a outros gases e vapores
X470,Causas externas de morbidade e de mortalidade,Intoxicação acidental por e exposição a outros gases e vapores,X470 - Intoxicação acidental por e exposição a outros gases e vapores
X471,Causas externas de morbidade e de mortalidade,Intoxicação acidental por e exposição a outros gases e vapores,X471 - Intoxicação acidental por e exposição a outros gases e vapores
X472,Causas externas de morbidade e de mortalidade,Intoxicação acidental por e exposição a outros gases e vapores,X472 - Intoxicação acidental por e exposição a outros gases e vapores
X473,Causas externas de morbidade e de mortalidade,Intoxicação acidental por e exposição a outros gases e vapores,X473 - Intoxicação acidental por e exposição a outros gases e vapores
X474,Causas externas de morbidade e de mortalidade,Intoxicação acidental por e exposição a outros gases e vapores,X474 - Intoxicação acidental por e exposição a outros gases e vapores
X475,Causas externas de morbidade e de mortalidade,Intoxicação acidental por e exposição a outros gases e vapores,X475 - Intoxicação acidental por e exposição a outros gases e vapores
X476,Causas externas de morbidade e de mortalidade,Intoxicação acidental por e exposição a outros gases e vapores,X476 - Intoxicação acidental por e exposição a outros gases e vapores
X477,Causas externas de morbidade e de mortalidade,Intoxicação acidental por e exposição a outros gases e vapores,X477 - Intoxicação acidental por e exposição a outros gases e vapores
X478,Causas externas de morbidade e de mortalidade,Intoxicação acidental por e exposição a outros gases e vapores,X478 - Intoxicação acidental por e exposição a outros gases e vapores
X479,Causas externas de morbidade e de mortalidade,Intoxicação acidental por e exposição a outros gases e vapores,X479 - Intoxicação acidental por e exposição a outros gases e vapores
X48,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a pesticidas,X48 - Envenenamento [intoxicação] acidental por e exposição a pesticidas
X480,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a pesticidas,X480 - Envenenamento [intoxicação] acidental por e exposição a pesticidas
X481,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a pesticidas,X481 - Envenenamento [intoxicação] acidental por e exposição a pesticidas
X482,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a pesticidas,X482 - Envenenamento [intoxicação] acidental por e exposição a pesticidas
X483,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a pesticidas,X483 - Envenenamento [intoxicação] acidental por e exposição a pesticidas
X484,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a pesticidas,X484 - Envenenamento [intoxicação] acidental por e exposição a pesticidas
X485,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a pesticidas,X485 - Envenenamento [intoxicação] acidental por e exposição a pesticidas
X486,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a pesticidas,X486 - Envenenamento [intoxicação] acidental por e exposição a pesticidas
X487,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a pesticidas,X487 - Envenenamento [intoxicação] acidental por e exposição a pesticidas
X488,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a pesticidas,X488 - Envenenamento [intoxicação] acidental por e exposição a pesticidas
X489,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a pesticidas,X489 - Envenenamento [intoxicação] acidental por e exposição a pesticidas
X49,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,X49 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X490,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,X490 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X491,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,X491 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X492,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,X492 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X493,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,X493 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X494,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,X494 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X495,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,X495 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X496,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,X496 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X497,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,X497 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X498,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,X498 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X499,Causas externas de morbidade e de mortalidade,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,X499 - Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X50,Causas externas de morbidade e de mortalidade,Excesso de exercícios e movimentos vigorosos ou repetitivos,X50 - Excesso de exercícios e movimentos vigorosos ou repetitivos
X500,Causas externas de morbidade e de mortalidade,Excesso de exercícios e movimentos vigorosos ou repetitivos,X500 - Excesso de exercícios e movimentos vigorosos ou repetitivos
X501,Causas externas de morbidade e de mortalidade,Excesso de exercícios e movimentos vigorosos ou repetitivos,X501 - Excesso de exercícios e movimentos vigorosos ou repetitivos
X502,Causas externas de morbidade e de mortalidade,Excesso de exercícios e movimentos vigorosos ou repetitivos,X502 - Excesso de exercícios e movimentos vigorosos ou repetitivos
X503,Causas externas de morbidade e de mortalidade,Excesso de exercícios e movimentos vigorosos ou repetitivos,X503 - Excesso de exercícios e movimentos vigorosos ou repetitivos
X504,Causas externas de morbidade e de mortalidade,Excesso de exercícios e movimentos vigorosos ou repetitivos,X504 - Excesso de exercícios e movimentos vigorosos ou repetitivos
X505,Causas externas de morbidade e de mortalidade,Excesso de exercícios e movimentos vigorosos ou repetitivos,X505 - Excesso de exercícios e movimentos vigorosos ou repetitivos
X506,Causas externas de morbidade e de mortalidade,Excesso de exercícios e movimentos vigorosos ou repetitivos,X506 - Excesso de exercícios e movimentos vigorosos ou repetitivos
X507,Causas externas de morbidade e de mortalidade,Excesso de exercícios e movimentos vigorosos ou repetitivos,X507 - Excesso de exercícios e movimentos vigorosos ou repetitivos
X508,Causas externas de morbidade e de mortalidade,Excesso de exercícios e movimentos vigorosos ou repetitivos,X508 - Excesso de exercícios e movimentos vigorosos ou repetitivos
X509,Causas externas de morbidade e de mortalidade,Excesso de exercícios e movimentos vigorosos ou repetitivos,X509 - Excesso de exercícios e movimentos vigorosos ou repetitivos
X51,Causas externas de morbidade e de mortalidade,Viagem e movimento,X51 - Viagem e movimento
X510,Causas externas de morbidade e de mortalidade,Viagem e movimento,X510 - Viagem e movimento
X511,Causas externas de morbidade e de mortalidade,Viagem e movimento,X511 - Viagem e movimento
X512,Causas externas de morbidade e de mortalidade,Viagem e movimento,X512 - Viagem e movimento
X513,Causas externas de morbidade e de mortalidade,Viagem e movimento,X513 - Viagem e movimento
X514,Causas externas de morbidade e de mortalidade,Viagem e movimento,X514 - Viagem e movimento
X515,Causas externas de morbidade e de mortalidade,Viagem e movimento,X515 - Viagem e movimento
X516,Causas externas de morbidade e de mortalidade,Viagem e movimento,X516 - Viagem e movimento
X517,Causas externas de morbidade e de mortalidade,Viagem e movimento,X517 - Viagem e movimento
X518,Causas externas de morbidade e de mortalidade,Viagem e movimento,X518 - Viagem e movimento
X519,Causas externas de morbidade e de mortalidade,Viagem e movimento,X519 - Viagem e movimento
X52,Causas externas de morbidade e de mortalidade,Estadia prolongada em ambiente agravitacional,X52 - Estadia prolongada em ambiente agravitacional
X520,Causas externas de morbidade e de mortalidade,Estadia prolongada em ambiente agravitacional,X520 - Estadia prolongada em ambiente agravitacional
X521,Causas externas de morbidade e de mortalidade,Estadia prolongada em ambiente agravitacional,X521 - Estadia prolongada em ambiente agravitacional
X522,Causas externas de morbidade e de mortalidade,Estadia prolongada em ambiente agravitacional,X522 - Estadia prolongada em ambiente agravitacional
X523,Causas externas de morbidade e de mortalidade,Estadia prolongada em ambiente agravitacional,X523 - Estadia prolongada em ambiente agravitacional
X524,Causas externas de morbidade e de mortalidade,Estadia prolongada em ambiente agravitacional,X524 - Estadia prolongada em ambiente agravitacional
X525,Causas externas de morbidade e de mortalidade,Estadia prolongada em ambiente agravitacional,X525 - Estadia prolongada em ambiente agravitacional
X526,Causas externas de morbidade e de mortalidade,Estadia prolongada em ambiente agravitacional,X526 - Estadia prolongada em ambiente agravitacional
X527,Causas externas de morbidade e de mortalidade,Estadia prolongada em ambiente agravitacional,X527 - Estadia prolongada em ambiente agravitacional
X528,Causas externas de morbidade e de mortalidade,Estadia prolongada em ambiente agravitacional,X528 - Estadia prolongada em ambiente agravitacional
X529,Causas externas de morbidade e de mortalidade,Estadia prolongada em ambiente agravitacional,X529 - Estadia prolongada em ambiente agravitacional
X53,Causas externas de morbidade e de mortalidade,Falta de alimento,X53 - Falta de alimento
X530,Causas externas de morbidade e de mortalidade,Falta de alimento,X530 - Falta de alimento
X531,Causas externas de morbidade e de mortalidade,Falta de alimento,X531 - Falta de alimento
X532,Causas externas de morbidade e de mortalidade,Falta de alimento,X532 - Falta de alimento
X533,Causas externas de morbidade e de mortalidade,Falta de alimento,X533 - Falta de alimento
X534,Causas externas de morbidade e de mortalidade,Falta de alimento,X534 - Falta de alimento
X535,Causas externas de morbidade e de mortalidade,Falta de alimento,X535 - Falta de alimento
X536,Causas externas de morbidade e de mortalidade,Falta de alimento,X536 - Falta de alimento
X537,Causas externas de morbidade e de mortalidade,Falta de alimento,X537 - Falta de alimento
X538,Causas externas de morbidade e de mortalidade,Falta de alimento,X538 - Falta de alimento
X539,Causas externas de morbidade e de mortalidade,Falta de alimento,X539 - Falta de alimento
X54,Causas externas de morbidade e de mortalidade,Falta de água,X54 - Falta de água
X540,Causas externas de morbidade e de mortalidade,Falta de água,X540 - Falta de água
X541,Causas externas de morbidade e de mortalidade,Falta de água,X541 - Falta de água
X542,Causas externas de morbidade e de mortalidade,Falta de água,X542 - Falta de água
X543,Causas externas de morbidade e de mortalidade,Falta de água,X543 - Falta de água
X544,Causas externas de morbidade e de mortalidade,Falta de água,X544 - Falta de água
X545,Causas externas de morbidade e de mortalidade,Falta de água,X545 - Falta de água
X546,Causas externas de morbidade e de mortalidade,Falta de água,X546 - Falta de água
X547,Causas externas de morbidade e de mortalidade,Falta de água,X547 - Falta de água
X548,Causas externas de morbidade e de mortalidade,Falta de água,X548 - Falta de água
X549,Causas externas de morbidade e de mortalidade,Falta de água,X549 - Falta de água
X57,Causas externas de morbidade e de mortalidade,Privação não especificada,X57 - Privação não especificada
X570,Causas externas de morbidade e de mortalidade,Privação não especificada,X570 - Privação não especificada
X571,Causas externas de morbidade e de mortalidade,Privação não especificada,X571 - Privação não especificada
X572,Causas externas de morbidade e de mortalidade,Privação não especificada,X572 - Privação não especificada
X573,Causas externas de morbidade e de mortalidade,Privação não especificada,X573 - Privação não especificada
X574,Causas externas de morbidade e de mortalidade,Privação não especificada,X574 - Privação não especificada
X575,Causas externas de morbidade e de mortalidade,Privação não especificada,X575 - Privação não especificada
X576,Causas externas de morbidade e de mortalidade,Privação não especificada,X576 - Privação não especificada
